# league	bet_key	samples	success	fail	success_rate	matches	ht_matches	avg_ft_goals	avg_ht_goals	goals_0	goals_1	goals_2	goals_3	goals_4_plus	rate_o05_ft	rate_o15_ft	rate_o25_ft	rate_o35_ft	rate_exact_2	rate_exact_3	home_scored_rate	away_scored_rate	btts_rate	home_win_rate	draw_rate	away_win_rate	rate_ht05	rate_ht15	rate_ht_home_lead	rate_ht_draw	rate_ht_away_lead	rate_ht1x_home
championship	TEAM2_SCORE_FT	320	230	90	0.718750	320	320	2.618750	1.221875	22	51	84	86	77	0.931250	0.771875	0.509375	0.240625	0.262500	0.268750	0.771875	0.718750	0.559375	0.409375	0.250000	0.340625	0.706250	0.371875	0.343750	0.412500	0.243750	0.756250
ligue 1	HT1X_HOME	156	112	44	0.717949	156	156	2.801282	1.275641	15	25	32	33	51	0.903846	0.743590	0.538462	0.326923	0.205128	0.211538	0.737179	0.679487	0.512821	0.423077	0.256410	0.320513	0.737179	0.358974	0.339744	0.378205	0.282051	0.717949
super lig	U35_FT	141	101	40	0.716312	141	141	2.702128	1.127660	12	18	31	40	40	0.914894	0.787234	0.567376	0.283688	0.219858	0.283688	0.780142	0.680851	0.546099	0.432624	0.276596	0.290780	0.673759	0.354610	0.340426	0.453901	0.205674	0.794326
serie b	HT05	217	155	62	0.714286	217	217	2.589862	1.156682	15	38	56	52	56	0.930876	0.755760	0.497696	0.258065	0.258065	0.239631	0.797235	0.649770	0.516129	0.465438	0.285714	0.248848	0.714286	0.345622	0.322581	0.442396	0.235023	0.764977
cymru premier league	U35_FT	91	65	26	0.714286	91	91	2.648352	1.197802	9	14	24	18	26	0.901099	0.747253	0.483516	0.285714	0.263736	0.197802	0.659341	0.725275	0.483516	0.351648	0.274725	0.373626	0.692308	0.318681	0.285714	0.384615	0.329670	0.670330
austrian bundesliga	HT1X_HOME	35	25	10	0.714286	35	35	2.628571	1.085714	3	6	8	6	12	0.914286	0.742857	0.514286	0.342857	0.228571	0.171429	0.800000	0.628571	0.514286	0.400000	0.285714	0.314286	0.600000	0.342857	0.285714	0.428571	0.285714	0.714286
serie a italia	TEAM1_SCORE_FT	202	144	58	0.712871	202	202	2.544554	1.069307	13	40	52	49	48	0.935644	0.737624	0.480198	0.237624	0.257426	0.242574	0.712871	0.693069	0.470297	0.410891	0.247525	0.341584	0.688119	0.287129	0.311881	0.410891	0.277228	0.722772
uefa champions league	TEAM2_SCORE_FT	94	67	27	0.712766	94	94	3.595745	1.563830	4	6	21	22	41	0.957447	0.893617	0.670213	0.436170	0.223404	0.234043	0.819149	0.712766	0.574468	0.521277	0.127660	0.351064	0.744681	0.500000	0.382979	0.404255	0.212766	0.787234
saudi arabia	TEAM2_SCORE_FT	191	136	55	0.712042	191	191	2.890052	1.293194	8	33	47	38	65	0.958115	0.785340	0.539267	0.340314	0.246073	0.198953	0.801047	0.712042	0.554974	0.465969	0.230366	0.303665	0.753927	0.371728	0.319372	0.403141	0.277487	0.722513
international friendlies	HT05	125	89	36	0.712000	125	125	2.496000	1.240000	19	23	25	21	37	0.848000	0.664000	0.464000	0.296000	0.200000	0.168000	0.672000	0.656000	0.480000	0.336000	0.360000	0.304000	0.712000	0.360000	0.272000	0.376000	0.352000	0.648000
czech first league	HT1X_HOME	111	79	32	0.711712	111	111	2.621622	1.162162	12	17	26	25	31	0.891892	0.738739	0.504505	0.279279	0.234234	0.225225	0.711712	0.621622	0.441441	0.450450	0.216216	0.333333	0.675676	0.369369	0.279279	0.432432	0.288288	0.711712
czech first league	TEAM1_SCORE_FT	111	79	32	0.711712	111	111	2.621622	1.162162	12	17	26	25	31	0.891892	0.738739	0.504505	0.279279	0.234234	0.225225	0.711712	0.621622	0.441441	0.450450	0.216216	0.333333	0.675676	0.369369	0.279279	0.432432	0.288288	0.711712
liga portugal 2	TEAM1_SCORE_FT	156	111	45	0.711538	156	156	2.423077	0.948718	17	39	26	40	34	0.891026	0.641026	0.474359	0.217949	0.166667	0.256410	0.711538	0.615385	0.435897	0.467949	0.217949	0.314103	0.583333	0.250000	0.288462	0.512821	0.198718	0.801282
premier league	HT05	194	138	56	0.711340	194	194	2.721649	1.231959	16	28	45	48	57	0.917526	0.773196	0.541237	0.293814	0.231959	0.247423	0.742268	0.752577	0.577320	0.386598	0.273196	0.340206	0.711340	0.345361	0.335052	0.386598	0.278351	0.721649
pro league	TEAM2_SCORE_FT	148	105	43	0.709459	148	148	2.648649	1.155405	14	23	38	36	37	0.905405	0.750000	0.493243	0.250000	0.256757	0.243243	0.736486	0.709459	0.540541	0.344595	0.250000	0.405405	0.662162	0.324324	0.277027	0.445946	0.277027	0.722973
africa cup of nations	HT05	24	17	7	0.708333	24	24	2.416667	1.166667	3	4	7	4	6	0.875000	0.708333	0.416667	0.250000	0.291667	0.166667	0.666667	0.750000	0.541667	0.166667	0.375000	0.458333	0.708333	0.333333	0.250000	0.416667	0.333333	0.666667
africa cup of nations	O15_FT	24	17	7	0.708333	24	24	2.416667	1.166667	3	4	7	4	6	0.875000	0.708333	0.416667	0.250000	0.291667	0.166667	0.666667	0.750000	0.541667	0.166667	0.375000	0.458333	0.708333	0.333333	0.250000	0.416667	0.333333	0.666667
serie a brazil	HT05	157	111	46	0.707006	157	157	2.312102	1.108280	19	37	34	35	32	0.878981	0.643312	0.426752	0.203822	0.216561	0.222930	0.757962	0.566879	0.445860	0.490446	0.292994	0.216561	0.707006	0.312102	0.407643	0.426752	0.165605	0.834395
liga mx	U35_FT	167	118	49	0.706587	167	167	2.730539	1.281437	17	23	34	44	49	0.898204	0.760479	0.556886	0.293413	0.203593	0.263473	0.790419	0.682635	0.574850	0.455090	0.251497	0.293413	0.700599	0.389222	0.419162	0.407186	0.173653	0.826347
championship	HT05	320	226	94	0.706250	320	320	2.618750	1.221875	22	51	84	86	77	0.931250	0.771875	0.509375	0.240625	0.262500	0.268750	0.771875	0.718750	0.559375	0.409375	0.250000	0.340625	0.706250	0.371875	0.343750	0.412500	0.243750	0.756250
premier league	U35_FT	194	137	57	0.706186	194	194	2.721649	1.231959	16	28	45	48	57	0.917526	0.773196	0.541237	0.293814	0.231959	0.247423	0.742268	0.752577	0.577320	0.386598	0.273196	0.340206	0.711340	0.345361	0.335052	0.386598	0.278351	0.721649
liga i romania	TEAM2_SCORE_FT	34	24	10	0.705882	34	34	2.617647	1.176471	3	4	10	8	9	0.911765	0.794118	0.500000	0.264706	0.294118	0.235294	0.823529	0.705882	0.617647	0.441176	0.323529	0.235294	0.617647	0.411765	0.382353	0.500000	0.117647	0.882353
super league greece	TEAM1_SCORE_FT	34	24	10	0.705882	34	34	2.617647	1.352941	2	5	9	11	7	0.941176	0.794118	0.529412	0.205882	0.264706	0.323529	0.705882	0.676471	0.441176	0.411765	0.176471	0.411765	0.794118	0.411765	0.294118	0.382353	0.323529	0.676471
copa del rey	HT1X_HOME	17	12	5	0.705882	17	17	3.235294	1.705882	0	3	3	4	7	1.000000	0.823529	0.647059	0.411765	0.176471	0.235294	0.705882	0.764706	0.470588	0.352941	0.117647	0.529412	0.647059	0.529412	0.176471	0.529412	0.294118	0.705882
copa del rey	TEAM1_SCORE_FT	17	12	5	0.705882	17	17	3.235294	1.705882	0	3	3	4	7	1.000000	0.823529	0.647059	0.411765	0.176471	0.235294	0.705882	0.764706	0.470588	0.352941	0.117647	0.529412	0.647059	0.529412	0.176471	0.529412	0.294118	0.705882
uefa europa league	HT1X_HOME	112	79	33	0.705357	112	112	2.812500	1.375000	3	23	27	26	33	0.973214	0.767857	0.526786	0.294643	0.241071	0.232143	0.821429	0.669643	0.517857	0.526786	0.187500	0.285714	0.785714	0.419643	0.392857	0.312500	0.294643	0.705357
uefa europa league	U35_FT	112	79	33	0.705357	112	112	2.812500	1.375000	3	23	27	26	33	0.973214	0.767857	0.526786	0.294643	0.241071	0.232143	0.821429	0.669643	0.517857	0.526786	0.187500	0.285714	0.785714	0.419643	0.392857	0.312500	0.294643	0.705357
primera a colombia	O15_FT	176	124	52	0.704545	176	176	2.386364	1.096591	19	33	48	43	33	0.892045	0.704545	0.431818	0.187500	0.272727	0.244318	0.806818	0.585227	0.500000	0.482955	0.312500	0.204545	0.681818	0.295455	0.380682	0.448864	0.170455	0.829545
international friendlies	U35_FT	125	88	37	0.704000	125	125	2.496000	1.240000	19	23	25	21	37	0.848000	0.664000	0.464000	0.296000	0.200000	0.168000	0.672000	0.656000	0.480000	0.336000	0.360000	0.304000	0.712000	0.360000	0.272000	0.376000	0.352000	0.648000
liga mx	HT05	167	117	50	0.700599	167	167	2.730539	1.281437	17	23	34	44	49	0.898204	0.760479	0.556886	0.293413	0.203593	0.263473	0.790419	0.682635	0.574850	0.455090	0.251497	0.293413	0.700599	0.389222	0.419162	0.407186	0.173653	0.826347
j1 league	TEAM1_SCORE_FT	20	14	6	0.700000	20	20	2.050000	0.750000	2	7	4	2	5	0.900000	0.550000	0.350000	0.250000	0.200000	0.100000	0.700000	0.550000	0.350000	0.500000	0.200000	0.300000	0.550000	0.200000	0.300000	0.550000	0.150000	0.850000
allsvenskan	TEAM1_SCORE_FT	10	7	3	0.700000	10	10	3.400000	1.600000	1	0	1	4	4	0.900000	0.900000	0.800000	0.400000	0.100000	0.400000	0.700000	0.700000	0.500000	0.400000	0.200000	0.400000	0.800000	0.600000	0.400000	0.200000	0.400000	0.600000
allsvenskan	TEAM2_SCORE_FT	10	7	3	0.700000	10	10	3.400000	1.600000	1	0	1	4	4	0.900000	0.900000	0.800000	0.400000	0.100000	0.400000	0.700000	0.700000	0.500000	0.400000	0.200000	0.400000	0.800000	0.600000	0.400000	0.200000	0.400000	0.600000
laliga	HT05	182	127	55	0.697802	182	182	2.807692	1.175824	5	32	48	47	50	0.972527	0.796703	0.532967	0.274725	0.263736	0.258242	0.824176	0.769231	0.620879	0.489011	0.247253	0.263736	0.697802	0.335165	0.357143	0.423077	0.219780	0.780220
superligaen	HT1X_HOME	95	66	29	0.694737	95	95	2.842105	1.126316	4	15	22	25	29	0.957895	0.800000	0.568421	0.305263	0.231579	0.263158	0.789474	0.747368	0.578947	0.421053	0.231579	0.347368	0.673684	0.315789	0.252632	0.442105	0.305263	0.694737
superligaen	U35_FT	95	66	29	0.694737	95	95	2.842105	1.126316	4	15	22	25	29	0.957895	0.800000	0.568421	0.305263	0.231579	0.263158	0.789474	0.747368	0.578947	0.421053	0.231579	0.347368	0.673684	0.315789	0.252632	0.442105	0.305263	0.694737
fa cup	O25_FT	62	43	19	0.693548	62	62	3.548387	1.338710	1	12	6	13	30	0.983871	0.790323	0.693548	0.483871	0.096774	0.209677	0.822581	0.790323	0.629032	0.451613	0.145161	0.403226	0.790323	0.338710	0.500000	0.241935	0.258065	0.741935
laliga2	TEAM2_SCORE_FT	225	156	69	0.693333	225	225	2.711111	1.271111	15	42	53	52	63	0.933333	0.746667	0.511111	0.280000	0.235556	0.231111	0.800000	0.693333	0.560000	0.493333	0.235556	0.271111	0.724444	0.382222	0.324444	0.431111	0.244444	0.755556
serie a italia	TEAM2_SCORE_FT	202	140	62	0.693069	202	202	2.544554	1.069307	13	40	52	49	48	0.935644	0.737624	0.480198	0.237624	0.257426	0.242574	0.712871	0.693069	0.470297	0.410891	0.247525	0.341584	0.688119	0.287129	0.311881	0.410891	0.277228	0.722772
cymru premier league	HT05	91	63	28	0.692308	91	91	2.648352	1.197802	9	14	24	18	26	0.901099	0.747253	0.483516	0.285714	0.263736	0.197802	0.659341	0.725275	0.483516	0.351648	0.274725	0.373626	0.692308	0.318681	0.285714	0.384615	0.329670	0.670330
liga pro ecuador	TEAM1_SCORE_FT	107	74	33	0.691589	107	107	2.009346	0.841121	15	26	30	21	15	0.859813	0.616822	0.336449	0.140187	0.280374	0.196262	0.691589	0.588785	0.420561	0.448598	0.308411	0.242991	0.588785	0.205607	0.308411	0.495327	0.196262	0.803738
liga portugal	U35_FT	155	107	48	0.690323	155	155	2.741935	1.212903	9	28	29	41	48	0.941935	0.761290	0.574194	0.309677	0.187097	0.264516	0.787097	0.645161	0.490323	0.464516	0.251613	0.283871	0.677419	0.348387	0.322581	0.432258	0.245161	0.754839
serie a italia	HT05	202	139	63	0.688119	202	202	2.544554	1.069307	13	40	52	49	48	0.935644	0.737624	0.480198	0.237624	0.257426	0.242574	0.712871	0.693069	0.470297	0.410891	0.247525	0.341584	0.688119	0.287129	0.311881	0.410891	0.277228	0.722772
club friendly games	HT05	16	11	5	0.687500	16	16	3.250000	1.500000	3	1	4	0	8	0.812500	0.750000	0.500000	0.500000	0.250000	0.000000	0.750000	0.687500	0.625000	0.375000	0.375000	0.250000	0.687500	0.375000	0.250000	0.375000	0.375000	0.625000
club friendly games	TEAM2_SCORE_FT	16	11	5	0.687500	16	16	3.250000	1.500000	3	1	4	0	8	0.812500	0.750000	0.500000	0.500000	0.250000	0.000000	0.750000	0.687500	0.625000	0.375000	0.375000	0.250000	0.687500	0.375000	0.250000	0.375000	0.375000	0.625000
2. bundesliga	U35_FT	150	103	47	0.686667	150	150	2.946667	1.393333	9	18	37	39	47	0.940000	0.820000	0.573333	0.313333	0.246667	0.260000	0.826667	0.726667	0.613333	0.446667	0.253333	0.300000	0.726667	0.380000	0.340000	0.386667	0.273333	0.726667
ukrainian premier league	U35_FT	35	24	11	0.685714	35	35	2.514286	1.085714	7	7	4	6	11	0.800000	0.600000	0.485714	0.314286	0.114286	0.171429	0.571429	0.542857	0.314286	0.342857	0.314286	0.342857	0.628571	0.342857	0.342857	0.400000	0.257143	0.742857
liga mx	TEAM2_SCORE_FT	167	114	53	0.682635	167	167	2.730539	1.281437	17	23	34	44	49	0.898204	0.760479	0.556886	0.293413	0.203593	0.263473	0.790419	0.682635	0.574850	0.455090	0.251497	0.293413	0.700599	0.389222	0.419162	0.407186	0.173653	0.826347
primera a colombia	HT05	176	120	56	0.681818	176	176	2.386364	1.096591	19	33	48	43	33	0.892045	0.704545	0.431818	0.187500	0.272727	0.244318	0.806818	0.585227	0.500000	0.482955	0.312500	0.204545	0.681818	0.295455	0.380682	0.448864	0.170455	0.829545
superliga serbia	HT05	44	30	14	0.681818	44	44	2.681818	1.272727	6	5	11	7	15	0.863636	0.750000	0.500000	0.340909	0.250000	0.159091	0.818182	0.636364	0.590909	0.409091	0.386364	0.204545	0.681818	0.386364	0.363636	0.477273	0.159091	0.840909
primera división chile	TEAM1_SCORE_FT	22	15	7	0.681818	22	22	2.318182	0.636364	1	8	2	8	3	0.954545	0.590909	0.500000	0.136364	0.090909	0.363636	0.681818	0.681818	0.409091	0.545455	0.136364	0.318182	0.454545	0.136364	0.272727	0.590909	0.136364	0.863636
primera división chile	TEAM2_SCORE_FT	22	15	7	0.681818	22	22	2.318182	0.636364	1	8	2	8	3	0.954545	0.590909	0.500000	0.136364	0.090909	0.363636	0.681818	0.681818	0.409091	0.545455	0.136364	0.318182	0.454545	0.136364	0.272727	0.590909	0.136364	0.863636
super lig	TEAM2_SCORE_FT	141	96	45	0.680851	141	141	2.702128	1.127660	12	18	31	40	40	0.914894	0.787234	0.567376	0.283688	0.219858	0.283688	0.780142	0.680851	0.546099	0.432624	0.276596	0.290780	0.673759	0.354610	0.340426	0.453901	0.205674	0.794326
ligue 2	TEAM1_SCORE_FT	150	102	48	0.680000	150	150	2.426667	1.120000	22	28	32	33	35	0.853333	0.666667	0.453333	0.233333	0.213333	0.220000	0.680000	0.666667	0.493333	0.400000	0.333333	0.266667	0.653333	0.286667	0.300000	0.440000	0.260000	0.740000
hnl croatia	HT1X_HOME	25	17	8	0.680000	25	25	2.760000	1.320000	2	4	5	5	9	0.920000	0.760000	0.560000	0.360000	0.200000	0.200000	0.840000	0.760000	0.680000	0.360000	0.360000	0.280000	0.760000	0.440000	0.240000	0.440000	0.320000	0.680000
taça de portugal	HT05	25	17	8	0.680000	25	25	2.560000	1.080000	3	4	4	8	6	0.880000	0.720000	0.560000	0.240000	0.160000	0.320000	0.680000	0.600000	0.400000	0.520000	0.200000	0.280000	0.680000	0.280000	0.360000	0.440000	0.200000	0.800000
taça de portugal	TEAM1_SCORE_FT	25	17	8	0.680000	25	25	2.560000	1.080000	3	4	4	8	6	0.880000	0.720000	0.560000	0.240000	0.160000	0.320000	0.680000	0.600000	0.400000	0.520000	0.200000	0.280000	0.680000	0.280000	0.360000	0.440000	0.200000	0.800000
ligue 1	TEAM2_SCORE_FT	156	106	50	0.679487	156	156	2.801282	1.275641	15	25	32	33	51	0.903846	0.743590	0.538462	0.326923	0.205128	0.211538	0.737179	0.679487	0.512821	0.423077	0.256410	0.320513	0.737179	0.358974	0.339744	0.378205	0.282051	0.717949
liga portugal	HT05	155	105	50	0.677419	155	155	2.741935	1.212903	9	28	29	41	48	0.941935	0.761290	0.574194	0.309677	0.187097	0.264516	0.787097	0.645161	0.490323	0.464516	0.251613	0.283871	0.677419	0.348387	0.322581	0.432258	0.245161	0.754839
super league greece	HT1X_HOME	34	23	11	0.676471	34	34	2.617647	1.352941	2	5	9	11	7	0.941176	0.794118	0.529412	0.205882	0.264706	0.323529	0.705882	0.676471	0.441176	0.411765	0.176471	0.411765	0.794118	0.411765	0.294118	0.382353	0.323529	0.676471
super league greece	TEAM2_SCORE_FT	34	23	11	0.676471	34	34	2.617647	1.352941	2	5	9	11	7	0.941176	0.794118	0.529412	0.205882	0.264706	0.323529	0.705882	0.676471	0.441176	0.411765	0.176471	0.411765	0.794118	0.411765	0.294118	0.382353	0.323529	0.676471
czech first league	HT05	111	75	36	0.675676	111	111	2.621622	1.162162	12	17	26	25	31	0.891892	0.738739	0.504505	0.279279	0.234234	0.225225	0.711712	0.621622	0.441441	0.450450	0.216216	0.333333	0.675676	0.369369	0.279279	0.432432	0.288288	0.711712
ekstraklasa	HT05	40	27	13	0.675000	40	40	2.775000	1.200000	3	4	10	12	11	0.925000	0.825000	0.575000	0.275000	0.250000	0.300000	0.825000	0.725000	0.625000	0.425000	0.250000	0.325000	0.675000	0.375000	0.300000	0.425000	0.275000	0.725000
super lig	HT05	141	95	46	0.673759	141	141	2.702128	1.127660	12	18	31	40	40	0.914894	0.787234	0.567376	0.283688	0.219858	0.283688	0.780142	0.680851	0.546099	0.432624	0.276596	0.290780	0.673759	0.354610	0.340426	0.453901	0.205674	0.794326
superligaen	HT05	95	64	31	0.673684	95	95	2.842105	1.126316	4	15	22	25	29	0.957895	0.800000	0.568421	0.305263	0.231579	0.263158	0.789474	0.747368	0.578947	0.421053	0.231579	0.347368	0.673684	0.315789	0.252632	0.442105	0.305263	0.694737
ligue 1	U35_FT	156	105	51	0.673077	156	156	2.801282	1.275641	15	25	32	33	51	0.903846	0.743590	0.538462	0.326923	0.205128	0.211538	0.737179	0.679487	0.512821	0.423077	0.256410	0.320513	0.737179	0.358974	0.339744	0.378205	0.282051	0.717949
international friendlies	TEAM1_SCORE_FT	125	84	41	0.672000	125	125	2.496000	1.240000	19	23	25	21	37	0.848000	0.664000	0.464000	0.296000	0.200000	0.168000	0.672000	0.656000	0.480000	0.336000	0.360000	0.304000	0.712000	0.360000	0.272000	0.376000	0.352000	0.648000
scottish cup	U35_FT	67	45	22	0.671642	67	67	3.029851	1.283582	4	5	17	19	22	0.940299	0.865672	0.611940	0.328358	0.253731	0.283582	0.805970	0.626866	0.492537	0.552239	0.149254	0.298507	0.746269	0.373134	0.432836	0.328358	0.238806	0.761194
cymru premier league	HT1X_HOME	91	61	30	0.670330	91	91	2.648352	1.197802	9	14	24	18	26	0.901099	0.747253	0.483516	0.285714	0.263736	0.197802	0.659341	0.725275	0.483516	0.351648	0.274725	0.373626	0.692308	0.318681	0.285714	0.384615	0.329670	0.670330
uefa champions league	O25_FT	94	63	31	0.670213	94	94	3.595745	1.563830	4	6	21	22	41	0.957447	0.893617	0.670213	0.436170	0.223404	0.234043	0.819149	0.712766	0.574468	0.521277	0.127660	0.351064	0.744681	0.500000	0.382979	0.404255	0.212766	0.787234
uefa europa league	TEAM2_SCORE_FT	112	75	37	0.669643	112	112	2.812500	1.375000	3	23	27	26	33	0.973214	0.767857	0.526786	0.294643	0.241071	0.232143	0.821429	0.669643	0.517857	0.526786	0.187500	0.285714	0.785714	0.419643	0.392857	0.312500	0.294643	0.705357
ligue 2	O15_FT	150	100	50	0.666667	150	150	2.426667	1.120000	22	28	32	33	35	0.853333	0.666667	0.453333	0.233333	0.213333	0.220000	0.680000	0.666667	0.493333	0.400000	0.333333	0.266667	0.653333	0.286667	0.300000	0.440000	0.260000	0.740000
ligue 2	TEAM2_SCORE_FT	150	100	50	0.666667	150	150	2.426667	1.120000	22	28	32	33	35	0.853333	0.666667	0.453333	0.233333	0.213333	0.220000	0.680000	0.666667	0.493333	0.400000	0.333333	0.266667	0.653333	0.286667	0.300000	0.440000	0.260000	0.740000
russian premier league	O15_FT	45	30	15	0.666667	45	45	2.133333	0.955556	4	11	15	9	6	0.911111	0.666667	0.333333	0.133333	0.333333	0.200000	0.800000	0.600000	0.488889	0.466667	0.311111	0.222222	0.622222	0.266667	0.266667	0.511111	0.222222	0.777778
uefa europa conference league	HT05	36	24	12	0.666667	36	36	2.194444	0.944444	2	11	9	9	5	0.944444	0.638889	0.388889	0.138889	0.250000	0.250000	0.777778	0.611111	0.444444	0.527778	0.250000	0.222222	0.666667	0.222222	0.305556	0.416667	0.277778	0.722222
africa cup of nations	HT1X_HOME	24	16	8	0.666667	24	24	2.416667	1.166667	3	4	7	4	6	0.875000	0.708333	0.416667	0.250000	0.291667	0.166667	0.666667	0.750000	0.541667	0.166667	0.375000	0.458333	0.708333	0.333333	0.250000	0.416667	0.333333	0.666667
africa cup of nations	TEAM1_SCORE_FT	24	16	8	0.666667	24	24	2.416667	1.166667	3	4	7	4	6	0.875000	0.708333	0.416667	0.250000	0.291667	0.166667	0.666667	0.750000	0.541667	0.166667	0.375000	0.458333	0.708333	0.333333	0.250000	0.416667	0.333333	0.666667
eliteserien	HT1X_HOME	24	16	8	0.666667	24	24	3.833333	2.041667	1	3	1	5	14	0.958333	0.833333	0.791667	0.583333	0.041667	0.208333	0.875000	0.625000	0.541667	0.583333	0.041667	0.375000	0.833333	0.583333	0.458333	0.208333	0.333333	0.666667
k league 1	O15_FT	18	12	6	0.666667	18	18	2.388889	1.055556	1	5	5	3	4	0.944444	0.666667	0.388889	0.222222	0.277778	0.166667	0.722222	0.722222	0.500000	0.333333	0.277778	0.388889	0.722222	0.277778	0.333333	0.388889	0.277778	0.722222
primera división peru	HT05	15	10	5	0.666667	15	15	2.466667	1.000000	1	5	1	5	3	0.933333	0.600000	0.533333	0.200000	0.066667	0.333333	0.666667	0.666667	0.400000	0.533333	0.066667	0.400000	0.666667	0.333333	0.400000	0.333333	0.266667	0.733333
primera división peru	TEAM1_SCORE_FT	15	10	5	0.666667	15	15	2.466667	1.000000	1	5	1	5	3	0.933333	0.600000	0.533333	0.200000	0.066667	0.333333	0.666667	0.666667	0.400000	0.533333	0.066667	0.400000	0.666667	0.333333	0.400000	0.333333	0.266667	0.733333
primera división peru	TEAM2_SCORE_FT	15	10	5	0.666667	15	15	2.466667	1.000000	1	5	1	5	3	0.933333	0.600000	0.533333	0.200000	0.066667	0.333333	0.666667	0.666667	0.400000	0.533333	0.066667	0.400000	0.666667	0.333333	0.400000	0.333333	0.266667	0.733333
uefa wc qualifiers	HT1X_HOME	12	8	4	0.666667	12	12	3.083333	1.083333	0	2	4	1	5	1.000000	0.833333	0.500000	0.416667	0.333333	0.083333	0.916667	0.750000	0.666667	0.416667	0.333333	0.250000	0.583333	0.250000	0.250000	0.416667	0.333333	0.666667
cup	TEAM1_SCORE_FT	6	4	2	0.666667	6	6	1.833333	0.666667	2	1	0	2	1	0.666667	0.500000	0.500000	0.166667	0.000000	0.333333	0.666667	0.333333	0.333333	0.500000	0.500000	0.000000	0.500000	0.166667	0.333333	0.500000	0.166667	0.833333
dfb pokal	HT1X_HOME	6	4	2	0.666667	6	6	2.500000	0.500000	0	0	3	3	0	1.000000	1.000000	0.500000	0.000000	0.500000	0.500000	0.666667	0.666667	0.333333	0.500000	0.166667	0.333333	0.500000	0.000000	0.166667	0.500000	0.333333	0.666667
dfb pokal	TEAM1_SCORE_FT	6	4	2	0.666667	6	6	2.500000	0.500000	0	0	3	3	0	1.000000	1.000000	0.500000	0.000000	0.500000	0.500000	0.666667	0.666667	0.333333	0.500000	0.166667	0.333333	0.500000	0.000000	0.166667	0.500000	0.333333	0.666667
dfb pokal	TEAM2_SCORE_FT	6	4	2	0.666667	6	6	2.500000	0.500000	0	0	3	3	0	1.000000	1.000000	0.500000	0.000000	0.500000	0.500000	0.666667	0.666667	0.333333	0.500000	0.166667	0.333333	0.500000	0.000000	0.166667	0.500000	0.333333	0.666667
schweizer cup	HT1X_HOME	6	4	2	0.666667	6	6	3.333333	1.166667	0	0	2	3	1	1.000000	1.000000	0.666667	0.166667	0.333333	0.500000	0.833333	0.833333	0.666667	0.666667	0.000000	0.333333	0.833333	0.333333	0.333333	0.333333	0.333333	0.666667
schweizer cup	O25_FT	6	4	2	0.666667	6	6	3.333333	1.166667	0	0	2	3	1	1.000000	1.000000	0.666667	0.166667	0.333333	0.500000	0.833333	0.833333	0.666667	0.666667	0.000000	0.333333	0.833333	0.333333	0.333333	0.333333	0.333333	0.666667
schweizer cup	TEAM1_WIN_FT	6	4	2	0.666667	6	6	3.333333	1.166667	0	0	2	3	1	1.000000	1.000000	0.666667	0.166667	0.333333	0.500000	0.833333	0.833333	0.666667	0.666667	0.000000	0.333333	0.833333	0.333333	0.333333	0.333333	0.333333	0.666667
conmebol libertadores	TEAM1_SCORE_FT	3	2	1	0.666667	3	3	1.666667	1.000000	0	2	0	1	0	1.000000	0.333333	0.333333	0.000000	0.000000	0.333333	0.666667	0.333333	0.000000	0.666667	0.000000	0.333333	0.333333	0.333333	0.333333	0.666667	0.000000	1.000000
conmebol libertadores	TEAM1_WIN_FT	3	2	1	0.666667	3	3	1.666667	1.000000	0	2	0	1	0	1.000000	0.333333	0.333333	0.000000	0.000000	0.333333	0.666667	0.333333	0.000000	0.666667	0.000000	0.333333	0.333333	0.333333	0.333333	0.666667	0.000000	1.000000
mls	TEAM2_SCORE_FT	155	103	52	0.664516	155	155	3.090323	1.406452	13	28	18	35	61	0.916129	0.735484	0.619355	0.393548	0.116129	0.225806	0.800000	0.664516	0.548387	0.509677	0.212903	0.277419	0.729032	0.387097	0.406452	0.361290	0.232258	0.767742
international friendlies	O15_FT	125	83	42	0.664000	125	125	2.496000	1.240000	19	23	25	21	37	0.848000	0.664000	0.464000	0.296000	0.200000	0.168000	0.672000	0.656000	0.480000	0.336000	0.360000	0.304000	0.712000	0.360000	0.272000	0.376000	0.352000	0.648000
pro league	HT05	148	98	50	0.662162	148	148	2.648649	1.155405	14	23	38	36	37	0.905405	0.750000	0.493243	0.250000	0.256757	0.243243	0.736486	0.709459	0.540541	0.344595	0.250000	0.405405	0.662162	0.324324	0.277027	0.445946	0.277027	0.722973
liga profesional argentina	TEAM1_SCORE_FT	215	142	73	0.660465	215	215	1.911628	0.874419	39	57	50	41	28	0.818605	0.553488	0.320930	0.130233	0.232558	0.190698	0.660465	0.558140	0.400000	0.400000	0.325581	0.274419	0.595349	0.209302	0.302326	0.465116	0.232558	0.767442
saudi arabia	U35_FT	191	126	65	0.659686	191	191	2.890052	1.293194	8	33	47	38	65	0.958115	0.785340	0.539267	0.340314	0.246073	0.198953	0.801047	0.712042	0.554974	0.465969	0.230366	0.303665	0.753927	0.371728	0.319372	0.403141	0.277487	0.722513
cymru premier league	TEAM1_SCORE_FT	91	60	31	0.659341	91	91	2.648352	1.197802	9	14	24	18	26	0.901099	0.747253	0.483516	0.285714	0.263736	0.197802	0.659341	0.725275	0.483516	0.351648	0.274725	0.373626	0.692308	0.318681	0.285714	0.384615	0.329670	0.670330
